userId,movie_list
17927,"['Toy Story', 'Sense and Sensibility', 'Secret Garden, The', 'One Fine Day', 'Emma']"
17928,"[""Boys Don't Cry"", 'Dark Knight, The', 'Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Star Wars: Episode V - The Empire Strikes Back']"
17929,"['Casino', 'Taxi Driver', 'Kingpin', 'Shining, The', 'American History X']"
17930,"['Casablanca', ""One Flew Over the Cuckoo's Nest"", 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Raging Bull', 'Annie Hall']"
17931,"['Bridges of Madison County, The', 'Eat Drink Man Woman (Yin shi nan nu)', 'Raise the Red Lantern (Da hong deng long gao gao gua)', 'Shall We Dance? (Shall We Dansu?)', 'Game, The']"
17932,"['Usual Suspects, The', 'Beautiful Girls', 'Pulp Fiction', 'Shawshank Redemption, The', 'Much Ado About Nothing']"
17933,"['Shawshank Redemption, The', 'Robin Hood: Men in Tights', 'Clockwork Orange, A', 'Bridge on the River Kwai, The', 'Producers, The']"
17934,"['Pianist, The', 'Eternal Sunshine of the Spotless Mind', 'Gone with the Wind', ""There's Something About Mary"", 'Rain Man']"
17935,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Star Wars: Episode V - The Empire Strikes Back', 'Star Wars: Episode VI - Return of the Jedi', 'Fear and Loathing in Las Vegas']"
17936,"['Independence Day (a.k.a. ID4)', 'Godfather, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Boot, Das (Boat, The)', 'Braveheart']"
17937,"['Star Wars: Episode IV - A New Hope', 'Jurassic Park', 'Blade Runner', 'Terminator 2: Judgment Day', 'Star Wars: Episode V - The Empire Strikes Back']"
17938,"['Seven (a.k.a. Se7en)', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Shawshank Redemption, The', ""What's Eating Gilbert Grape"", 'Silence of the Lambs, The']"
17939,"['Blade Runner', 'Hours, The', 'Fountain, The', 'Prestige, The', 'Mr. Nobody']"
17940,"['Pulp Fiction', 'Trainspotting', 'Full Metal Jacket', 'Forrest Gump', 'Terminator 2: Judgment Day']"
17941,"['Jumanji', 'Copycat', 'Leaving Las Vegas', 'Othello', 'Broken Arrow']"
17942,"['Cinema Paradiso (Nuovo cinema Paradiso)', 'Last Emperor, The', 'Moulin Rouge', 'City of God (Cidade de Deus)', 'Shall We Dance? (Shall We Dansu?)']"
17943,"['Ice Storm, The', 'Hamlet', 'Richard III', 'Elephant Man, The', ""White Men Can't Jump""]"
17944,"['Maltese Falcon, The', 'Tender Mercies', 'South Park: Bigger, Longer and Uncut', 'American Pie', 'Harvey']"
17945,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Forrest Gump', 'Terminator 2: Judgment Day', 'Silence of the Lambs, The']"
17946,"['Usual Suspects, The', 'True Romance', 'Terminator 2: Judgment Day', 'Silence of the Lambs, The', 'Die Hard']"
17947,"['Crumb', 'War Room, The', 'Celluloid Closet, The', ""One Flew Over the Cuckoo's Nest"", 'Fast, Cheap & Out of Control']"
17948,"['Victor/Victoria', 'Babe', 'To Wong Foo, Thanks for Everything! Julie Newmar', 'Mrs. Doubtfire', 'Some Like It Hot']"
17949,"['Babe', 'Braveheart', 'French Kiss', 'Star Wars: Episode IV - A New Hope', 'Little Women']"
17950,"['Fight Club', 'Almost Famous', 'Donnie Darko', 'Garden State', 'Departed, The']"
17951,"['People vs. Larry Flynt, The', 'Scream', 'Evita', 'Contact', 'Hoodlum']"
17952,"['Forrest Gump', ""Schindler's List"", ""Monty Python's Life of Brian"", 'Monty Python and the Holy Grail', 'Blues Brothers, The']"
17953,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Braveheart', 'Apollo 13', 'Clerks', 'Shawshank Redemption, The']"
17954,"['Seven (a.k.a. Se7en)', 'Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Shawshank Redemption, The', 'Forrest Gump']"
17955,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Reservoir Dogs', 'Ben-Hur', 'Toy Story 2']"
17956,"['Shawshank Redemption, The', 'Forrest Gump', 'Green Mile, The', 'Big Fish', 'Pulp Fiction']"
17957,"['Shawshank Redemption, The', ""Schindler's List"", 'Casablanca', 'My Fair Lady', 'Mary Poppins']"
17958,"['Braveheart', 'Taxi Driver', 'Star Wars: Episode IV - A New Hope', 'Natural Born Killers', 'Léon: The Professional (a.k.a. The Professional) (Léon)']"
17959,"['Akira', 'Pink Floyd: The Wall', 'Lord of the Rings, The', 'Shrek', ""Akira Kurosawa's Dreams (Dreams)""]"
17960,"['Death at a Funeral', 'Very Harold & Kumar 3D Christmas, A', 'Harry Potter and the Chamber of Secrets', 'Harry Potter and the Prisoner of Azkaban', 'White Chicks']"
17961,"['Usual Suspects, The', 'Tommy Boy', 'Nightmare Before Christmas, The', ""William Shakespeare's Romeo + Juliet"", 'Dead Poets Society']"
17962,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Shawshank Redemption, The', 'Forrest Gump', 'Fugitive, The']"
17963,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Princess Bride, The']"
17964,"[""Mr. Holland's Opus"", 'Braveheart', 'Apollo 13', 'Shawshank Redemption, The', 'True Lies']"
17965,"['Braveheart', 'Die Hard: With a Vengeance', 'Interview with the Vampire: The Vampire Chronicles', 'Ace Ventura: Pet Detective', 'Lion King, The']"
17966,"['Usual Suspects, The', 'Shawshank Redemption, The', ""Schindler's List"", 'Silence of the Lambs, The', 'Monty Python and the Holy Grail']"
17967,"['Seven (a.k.a. Se7en)', 'Shawshank Redemption, The', 'Fight Club', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Return of the King, The']"
17968,"['Vertigo', 'Rear Window', 'Charade', 'Maltese Falcon, The', '2001: A Space Odyssey']"
17969,"['Black Sheep', 'Tommy Boy', ""Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"", 'Jurassic Park', 'Silence of the Lambs, The']"
17970,"['Casino', 'Sense and Sensibility', 'Babe', 'Broken Arrow', 'Apollo 13']"
17971,"['Shawshank Redemption, The', 'Forrest Gump', 'Arsenic and Old Lace', 'Misérables, Les', 'Matrix, The']"
17972,"['2001: A Space Odyssey', 'Aliens', 'Apocalypse Now', 'Alien', 'Thing, The']"
17973,"['GoldenEye', ""Mr. Holland's Opus"", 'Apollo 13', 'Net, The', 'Outbreak']"
17974,"['Star Wars: Episode IV - A New Hope', 'Blade Runner', 'Heavy Metal', '2001: A Space Odyssey', 'Star Wars: Episode V - The Empire Strikes Back']"
17975,"['White Squall', 'Star Wars: Episode IV - A New Hope', 'Rock, The', 'Time to Kill, A', 'Godfather, The']"
17976,"['Pulp Fiction', 'Silence of the Lambs, The', 'GoldenEye', 'Usual Suspects, The', 'Apollo 13']"
17977,"['Blade Runner', 'Godfather, The', '2001: A Space Odyssey', 'Close Encounters of the Third Kind', 'Star Wars: Episode IV - A New Hope']"
17978,"['Copycat', 'Dead Man Walking', 'Clueless', 'Seven (a.k.a. Se7en)', 'Apollo 13']"
17979,"['The Count of Monte Cristo', 'Catch Me If You Can', 'The Butterfly Effect', 'Slumdog Millionaire', 'Seven Pounds']"
17980,"['Last of the Mohicans, The', 'Game, The', 'Matrix, The', 'Notting Hill', 'Whole Nine Yards, The']"
17981,"['Toy Story', 'Sense and Sensibility', 'Get Shorty', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Babe']"
17982,"['Persuasion', 'Taxi Driver', 'Three Colors: Red (Trois couleurs: Rouge)', ""Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"", 'Blade Runner']"
17983,"['Clueless', 'Braveheart', 'Forrest Gump', 'Lion King, The', 'Aladdin']"
17984,"['Desperado', 'Shawshank Redemption, The', ""Dracula (Bram Stoker's Dracula)"", 'Chasing Amy', 'Dune']"
17985,"['Star Wars: Episode IV - A New Hope', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Godfather, The', 'Vertigo', 'Rear Window']"
17986,"['Little Women', 'Shawshank Redemption, The', ""Schindler's List"", 'Field of Dreams', 'What Dreams May Come']"
17987,"['Scarface', 'Shawshank Redemption, The', 'Good Will Hunting', 'Sixth Sense, The', 'Star Wars: Episode IV - A New Hope']"
17988,"['Heat', 'Seven (a.k.a. Se7en)', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Pulp Fiction', 'Stargate']"
17989,"['Inception', 'Shawshank Redemption, The', 'Forrest Gump', 'Requiem for a Dream', 'Memento']"
17990,"['American Pie', 'Crooklyn', 'Forrest Gump', 'Groundhog Day', 'Last of the Mohicans, The']"
17991,"['Usual Suspects, The', 'Postman, The (Postino, Il)', 'Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Shawshank Redemption, The']"
17992,"['Sense and Sensibility', 'Clueless', 'Braveheart', 'Apollo 13', 'Don Juan DeMarco']"
17993,"['Mr. Smith Goes to Washington', 'Princess Bride, The', 'American Beauty', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Two Towers, The']"
17994,"['Net, The', 'Species', 'Speed', 'Heat', 'Ace Ventura: When Nature Calls']"
17995,"['Flirting With Disaster', 'Arsenic and Old Lace', 'Heathers', 'This Is Spinal Tap', 'Mother']"
17996,"['Crumb', 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)', 'Rear Window', 'Maltese Falcon, The', '2001: A Space Odyssey']"
17997,"['Toy Story', 'American President, The', 'Sense and Sensibility', 'Now and Then', 'Babe']"
17998,"['Babe', 'Clueless', 'Hoop Dreams', 'Speed', 'Short Cuts']"
17999,"['Robin Hood', 'Mean Girls', 'Gone Baby Gone', '(500) Days of Summer', 'Inception']"
18000,"['Sabrina', 'Forrest Gump', 'Sleepless in Seattle', 'Pretty Woman', 'English Patient, The']"
18001,"['Toy Story', 'Exotica', 'Fatal Instinct', 'Remains of the Day, The', ""Schindler's List""]"
18002,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Pulp Fiction', 'Godfather, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Birds, The']"
18003,"['Star Wars: Episode IV - A New Hope', 'Ransom', 'Star Wars: Episode VI - Return of the Jedi', 'Back to the Future', 'Perfect Murder, A']"
18004,"['Braveheart', 'Shawshank Redemption, The', 'Forrest Gump', 'Silence of the Lambs, The', 'Godfather, The']"
18005,"['Shawshank Redemption, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Blade Runner', 'Star Wars: Episode VI - Return of the Jedi', 'Alien']"
18006,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Pulp Fiction', 'Forrest Gump']"
18007,"['Heavenly Creatures', 'Star Wars: Episode IV - A New Hope', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Godfather, The', ""Singin' in the Rain""]"
18008,"['Toy Story', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Apollo 13', 'Star Wars: Episode IV - A New Hope']"
18009,"['Toy Story', 'Apollo 13', 'Ed Wood', 'Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The']"
18010,"['Strange Days', 'Lion King, The', 'Primal Fear', 'Monty Python and the Holy Grail', 'Princess Bride, The']"
18011,"['Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', ""One Flew Over the Cuckoo's Nest""]"
18012,"['Band of Brothers', 'Swingers', 'Sleepers', 'Dirty Dozen, The', 'Billy Madison']"
18013,"['Usual Suspects, The', 'Dumb & Dumber (Dumb and Dumber)', 'Pulp Fiction', 'Shawshank Redemption, The', 'Forrest Gump']"
18014,"['Before Sunrise', 'Pulp Fiction', 'Shawshank Redemption, The', 'Dazed and Confused', 'Hudsucker Proxy, The']"
18015,"['Toy Story', 'Dead Man Walking', 'Usual Suspects, The', 'Taxi Driver', 'Star Wars: Episode IV - A New Hope']"
18016,"['Crumb', 'Hoop Dreams', 'Shawshank Redemption, The', 'Fargo', 'Maya Lin: A Strong Clear Vision']"
18017,"['Requiem for a Dream', 'Traffic', 'Moulin Rouge', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Ice Age']"
18018,"['Braveheart', 'Apollo 13', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Pulp Fiction', 'Silence of the Lambs, The']"
18019,"[""Schindler's List"", 'My Fair Lady', 'Wizard of Oz, The', 'Stand by Me', 'Good Morning, Vietnam']"
18020,"['Usual Suspects, The', 'Much Ado About Nothing', ""Schindler's List"", 'Aladdin', 'Godfather, The']"
18021,"['Grand Day Out with Wallace and Gromit, A', 'King Kong', 'Shanghai Noon', 'Dazed and Confused', 'First Wives Club, The']"
18022,"['Star Wars: Episode V - The Empire Strikes Back', 'Terminator 2: Judgment Day', 'On the Waterfront', 'Chariots of Fire', 'Dirty Dozen, The']"
18023,"['Apollo 13', 'Interview with the Vampire: The Vampire Chronicles', 'Legends of the Fall', 'Forrest Gump', 'Lion King, The']"
18024,"['Father of the Bride Part II', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Usual Suspects, The', 'Die Hard: With a Vengeance', 'Star Wars: Episode IV - A New Hope']"
18025,"['Dead Man Walking', 'Celluloid Closet, The', 'Lone Star', 'Boot, Das (Boat, The)', 'Toy Story']"
18026,"['Casper', 'Scooby-Doo 2: Monsters Unleashed', 'Bridget Jones: The Edge of Reason', 'Pocahontas', 'Robin Hood: Men in Tights']"
18027,"['Heat', 'Seven (a.k.a. Se7en)', 'Interview with the Vampire: The Vampire Chronicles', 'Pulp Fiction', ""One Flew Over the Cuckoo's Nest""]"
18028,"['Toy Story', 'Braveheart', 'Apollo 13', 'Star Wars: Episode IV - A New Hope', 'Crow, The']"
18029,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Dead Man Walking', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Bridges of Madison County, The']"
18030,"['10 Things I Hate About You', 'Sixth Sense, The', 'Others, The', 'Walk to Remember, A', 'Sweet Home Alabama']"
18031,"['Sense and Sensibility', 'Dead Man Walking', 'To Die For', 'Die Hard: With a Vengeance', 'Clerks']"
18032,"['Apollo 13', 'Birdcage, The', 'To Wong Foo, Thanks for Everything! Julie Newmar', 'Star Wars: Episode IV - A New Hope', 'Forrest Gump']"
18033,"['Shawshank Redemption, The', ""Schindler's List"", 'Dances with Wolves', 'Jumanji', 'American President, The']"
18034,"['Hustler, The', 'Toy Story', 'Pulp Fiction', 'Shawshank Redemption, The', 'Forrest Gump']"
18035,"['Braveheart', 'Shawshank Redemption, The', 'Forrest Gump', 'Jurassic Park', 'Rock, The']"
18036,"['12 Angry Men', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Pulp Fiction', 'Three Colors: White (Trzy kolory: Bialy)']"
18037,"['American President, The', 'Sense and Sensibility', 'Postman, The (Postino, Il)', 'Beautiful Girls', 'Boomerang']"
18038,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Kill Bill: Vol. 1', 'Love Happens', 'American Werewolf in London, An']"
18039,"['Legends of the Fall', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode VI - Return of the Jedi', 'Back to the Future', 'Toys']"
18040,"['Jumanji', 'Heat', 'Leaving Las Vegas', 'Dead Man Walking', 'Usual Suspects, The']"
18041,"['Toy Story', 'Waiting to Exhale', 'American President, The', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Casper']"
18042,"['Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Godfather, The', 'Matrix, The', 'Fight Club']"
18043,"['Pulp Fiction', 'Star Wars: Episode V - The Empire Strikes Back', 'L.A. Confidential', 'Ghostbusters (a.k.a. Ghost Busters)', 'Kill Bill: Vol. 1']"
18044,"['Babe', 'Pulp Fiction', 'Forrest Gump', 'Jurassic Park', 'Piano, The']"
18045,"['Fargo', 'Godfather, The', 'Casablanca', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Citizen Kane']"
18046,"['Silence of the Lambs, The', 'Casablanca', 'Maltese Falcon, The', 'Graduate, The', 'Back to the Future']"
18047,"['Seven (a.k.a. Se7en)', ""Mr. Holland's Opus"", 'Net, The', 'Clear and Present Danger', 'Dave']"
18048,"['Exotica', 'Three Colors: Red (Trois couleurs: Rouge)', 'Three Colors: Blue (Trois couleurs: Bleu)', 'Three Colors: White (Trzy kolory: Bialy)', 'Abyss, The']"
18049,"['Léon: The Professional (a.k.a. The Professional) (Léon)', 'Princess Bride, The', 'Saving Private Ryan', 'Life Is Beautiful (La Vita è bella)', 'Matrix, The']"
18050,"['Star Wars: Episode IV - A New Hope', 'Fugitive, The', 'Fargo', 'Godfather, The', 'North by Northwest']"
18051,"['Postman, The (Postino, Il)', 'Birdcage, The', 'Like Water for Chocolate (Como agua para chocolate)', 'Nell', 'Quiz Show']"
18052,"[""Schindler's List"", 'Courage Under Fire', ""One Flew Over the Cuckoo's Nest"", 'Color of Paradise, The (Rang-e khoda)', 'Close Encounters of the Third Kind']"
18053,"['Star Wars: Episode IV - A New Hope', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', ""Breakfast at Tiffany's"", 'Vertigo', 'North by Northwest']"
18054,"['Monty Python and the Holy Grail', 'Alien', 'Dead Alive (Braindead)', 'Bad Taste', 'Shining, The']"
18055,"['Tommy Boy', 'Tin Cup', 'To Kill a Mockingbird', 'Shining, The', 'Scream']"
18056,"['Leaving Las Vegas', 'Dead Man Walking', 'Richard III', 'Fargo', 'Toy Story']"
18057,"['Usual Suspects, The', 'Kids', 'Clerks', 'Heavenly Creatures', 'Star Wars: Episode IV - A New Hope']"
18058,"['Star Wars: Episode IV - A New Hope', 'Godfather, The', '2001: A Space Odyssey', 'Night of the Living Dead', 'African Queen, The']"
18059,"['Godfather, The', 'Alien', 'Usual Suspects, The', 'Clerks', 'Star Wars: Episode IV - A New Hope']"
18060,"['Babe', 'Birdcage, The', 'Apollo 13', 'To Wong Foo, Thanks for Everything! Julie Newmar', 'Walk in the Clouds, A']"
18061,"['Star Wars: Episode IV - A New Hope', 'Star Wars: Episode V - The Empire Strikes Back', 'Amadeus', 'Matrix, The', 'Bourne Identity, The']"
18062,"['Shawshank Redemption, The', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'General, The', 'Hoosiers (a.k.a. Best Shot)', 'Equilibrium']"
18063,"['Sixth Sense, The', 'Superbad', 'Major Payne', 'Lord of the Flies', 'Eddie Murphy Raw']"
18064,"['Taxi Driver', 'Casablanca', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Clockwork Orange, A', 'Fireworks (Hana-bi)']"
18065,"['Star Wars: Episode IV - A New Hope', 'Star Wars: Episode V - The Empire Strikes Back', 'Star Wars: Episode VI - Return of the Jedi', 'Erin Brockovich', 'Gladiator']"
18066,"['Toy Story', 'Clueless', 'Usual Suspects, The', 'Shawshank Redemption, The', 'Lion King, The']"
18067,"['Forrest Gump', 'When Harry Met Sally...', 'Sixteen Candles', 'Life Is Beautiful (La Vita è bella)', ""Ferris Bueller's Day Off""]"
18068,"['Get Shorty', 'Usual Suspects, The', 'Hoop Dreams', 'Pulp Fiction', 'Shawshank Redemption, The']"
18069,"['Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Star Wars: Episode IV - A New Hope', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Pulp Fiction']"
18070,"['Star Wars: Episode IV - A New Hope', 'Stargate', 'Jurassic Park', 'Blade Runner', 'Barbarella']"
18071,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Star Wars: Episode V - The Empire Strikes Back', 'Princess Bride, The', 'Heathers']"
18072,"['Weird Science', 'Pretty in Pink', 'Shrek', 'Forrest Gump', 'Michael']"
18073,"['Toy Story', 'Forrest Gump', 'Lion King, The', 'Green Mile, The', 'Pearl Harbor']"
18074,"['Gone with the Wind', 'Braveheart', 'Nine Months', 'Truth About Cats & Dogs, The', 'Some Like It Hot']"
18075,"['Shawshank Redemption, The', 'Godfather, The', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Seven (a.k.a. Se7en)', 'Léon: The Professional (a.k.a. The Professional) (Léon)']"
18076,"['Much Ado About Nothing', ""Breakfast at Tiffany's"", 'Fish Called Wanda, A', ""Monty Python's Life of Brian"", 'Princess Bride, The']"
18077,"['Austin Powers: The Spy Who Shagged Me', 'Forrest Gump', 'Cliffhanger', 'Maltese Falcon, The', 'Night of the Living Dead']"
18078,"['Little Women', 'Father of the Bride', ""It's a Wonderful Life"", 'Inspector General, The', 'Cinderella']"
18079,"[""Muriel's Wedding"", 'Adventures of Priscilla, Queen of the Desert, The', 'Mrs. Doubtfire', 'Philadelphia Story, The', ""Singin' in the Rain""]"
18080,"['Heat', 'Casino', 'Leaving Las Vegas', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The']"
18081,"['American President, The', 'Sense and Sensibility', 'Usual Suspects, The', 'Braveheart', 'Birdcage, The']"
18082,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Richard III', 'Usual Suspects, The', 'Strange Days', 'Clerks']"
18083,"['Braveheart', ""Schindler's List"", 'Sling Blade', 'Game, The', 'American History X']"
18084,"['Silence of the Lambs, The', 'Monty Python and the Holy Grail', 'Princess Bride, The', 'West Side Story', 'Producers, The']"
18085,"['Sabrina', 'From Dusk Till Dawn', 'Bridges of Madison County, The', 'Farinelli: il castrato', 'Natural Born Killers']"
18086,"['Copycat', 'Babe', 'Seven (a.k.a. Se7en)', 'Usual Suspects, The', 'Bed of Roses']"
18087,"['Nixon', 'Jurassic Park', 'Bob Roberts', ""One Flew Over the Cuckoo's Nest"", 'Touch of Evil']"
18088,"['Maltese Falcon, The', 'Conspiracy Theory', 'Hoop Dreams', ""Muriel's Wedding"", 'Remains of the Day, The']"
18089,"['Sabrina', 'Sense and Sensibility', 'Babe', 'Apollo 13', 'Star Wars: Episode IV - A New Hope']"
18090,"['Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Forrest Gump', 'Reservoir Dogs', 'Star Wars: Episode V - The Empire Strikes Back']"
18091,"['Braveheart', 'Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Jurassic Park', 'Blade Runner']"
18092,"['Sneakers', 'Galaxy Quest', 'Eternal Sunshine of the Spotless Mind', ""City Slickers II: The Legend of Curly's Gold"", 'So I Married an Axe Murderer']"
18093,"['Apocalypse Now', 'Shining, The', 'This Is Spinal Tap', 'Pianist, The', 'Mary Poppins']"
18094,"['Usual Suspects, The', 'Apollo 13', 'Shawshank Redemption, The', ""Schindler's List"", 'Batman']"
18095,"['Monty Python and the Holy Grail', 'Matrix, The', 'Princess Mononoke (Mononoke-hime)', 'Memento', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)""]"
18096,"['Shawshank Redemption, The', 'Usual Suspects, The', 'Jurassic Park', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Back to the Future']"
18097,"['Shawshank Redemption, The', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Django Unchained', 'Shallow Grave', 'Silence of the Lambs, The']"
18098,"['Godfather, The', ""One Flew Over the Cuckoo's Nest"", 'Third Man, The', 'Godfather: Part II, The', ""Monty Python's And Now for Something Completely Different""]"
18099,"[""Carlito's Way"", 'Godfather, The', 'Basic Instinct', 'Goodfellas', 'Godfather: Part II, The']"
18100,"['Star Wars: Episode IV - A New Hope', 'Silence of the Lambs, The', 'Monty Python and the Holy Grail', 'Star Wars: Episode V - The Empire Strikes Back', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)']"
18101,"['Sense and Sensibility', 'Postman, The (Postino, Il)', ""Antonia's Line (Antonia)"", 'Tin Cup', 'Star Trek: First Contact']"
18102,"['Sense and Sensibility', 'Birdcage, The', 'Star Wars: Episode IV - A New Hope', 'Pulp Fiction', 'Remains of the Day, The']"
18103,"['Babe', 'Apollo 13', 'Desperado', 'Pulp Fiction', 'Ace Ventura: When Nature Calls']"
18104,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Pulp Fiction', 'Shawshank Redemption, The', 'Terminator 2: Judgment Day', 'Swingers']"
18105,"['Taxi Driver', 'Beauty of the Day (Belle de jour)', 'Crumb', 'Don Juan DeMarco', 'Natural Born Killers']"
18106,"['Seven (a.k.a. Se7en)', 'Shawshank Redemption, The', 'Silence of the Lambs, The', 'Green Mile, The', 'Airheads']"
18107,"['Shawshank Redemption, The', 'Forrest Gump', 'Fight Club', 'Donnie Darko', 'Dark Knight, The']"
18108,"['Toy Story', 'Sense and Sensibility', 'Leaving Las Vegas', 'Star Wars: Episode IV - A New Hope', 'Fargo']"
18109,"['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Rumble in the Bronx (Hont faan kui)', 'Star Wars: Episode IV - A New Hope', 'Willy Wonka & the Chocolate Factory', 'Toy Story']"
18110,"['Heathers', '40-Year-Old Virgin, The', 'Hot Tub Time Machine', 'Johnny Mnemonic', 'Species']"
18111,"['Boys on the Side', 'Pulp Fiction', 'Ready to Wear (Pret-A-Porter)', 'Boxing Helena', 'Beauty and the Beast']"
18112,"['Leaving Las Vegas', 'Like Water for Chocolate (Como agua para chocolate)', 'Piano, The', ""What's Eating Gilbert Grape"", 'Twelve Monkeys (a.k.a. 12 Monkeys)']"
18113,"['Wolf', 'Fugitive, The', 'Mrs. Doubtfire', 'Independence Day (a.k.a. ID4)', ""One Flew Over the Cuckoo's Nest""]"
18114,"['Indian in the Cupboard, The', 'Forrest Gump', 'Ghost', 'Silence of the Lambs, The', 'Beauty and the Beast']"
18115,"['City of Lost Children, The (Cité des enfants perdus, La)', 'Hate (Haine, La)', 'Braveheart', 'Taxi Driver', 'Basketball Diaries, The']"
18116,"['Austin Powers: The Spy Who Shagged Me', 'Eyes Wide Shut', 'Sixth Sense, The', 'American Beauty', 'Fight Club']"
18117,"['Casino', 'Pulp Fiction', 'Blade Runner', 'Godfather, The', '2001: A Space Odyssey']"
18118,"['James and the Giant Peach', 'Lord of the Rings, The', 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Cloudy with a Chance of Meatballs', 'Dark Knight Rises, The']"
18119,"['Toy Story', 'Clueless', 'Shawshank Redemption, The', 'Alice in Wonderland', 'Wallace & Gromit: The Wrong Trousers']"
18120,"['Toy Story', 'Rumble in the Bronx (Hont faan kui)', 'Stargate', 'Adventures of Priscilla, Queen of the Desert, The', 'Crow, The']"
18121,"['Toy Story', ""Mr. Holland's Opus"", 'Star Wars: Episode IV - A New Hope', 'Courage Under Fire', 'Rock, The']"
18122,"['Priest', 'Sum of Us, The', 'Four Weddings and a Funeral', 'Johns', 'Cinema Paradiso (Nuovo cinema Paradiso)']"
18123,"[""One Flew Over the Cuckoo's Nest"", 'Matrix, The', 'Dogville', 'Seven (a.k.a. Se7en)', 'Philadelphia']"
18124,"[""There's Something About Mary"", 'Last Days of Disco, The', 'Big Hit, The', 'Small Soldiers', 'Mask of Zorro, The']"
18125,"['Jerry Maguire', 'Postman, The (Postino, Il)', 'Nutty Professor, The', 'Lone Star', 'Tin Cup']"
18126,"['Braveheart', 'Silence of the Lambs, The', 'Godfather, The', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Matrix, The']"
18127,"['Usual Suspects, The', 'Shawshank Redemption, The', 'Vanya on 42nd Street', 'Blade Runner', 'Fargo']"
